# id	situacao_grupo_id	tipo_versao	versao_origem_id	validada	idioma	tipo	contexto	enunciado	fonte	subtipo	estado_inicial	transformacao	sinal_transformacao	estado_final	quantidade_1	quantidade_2	resultado	referido	referendo	valor_relativo	sinal_valor_relativo	termo_desconhecido	representacao_visual	observacoes	personagem_1	personagem_2	personagem_3	fragmento_texto_1	fragmento_texto_2	fragmento_texto_3	fragmento_texto_4	fragmento_texto_5	fragmento_texto_6
EN_EXTRA_0001	SP_EXTRA_0001	original		false	INGLES	COMPOSICAO_MEDIDAS	Figurinhas	Lucas has 12 Pokémon cards and 25 Digimon cards. How many cards does he have in all?	gerard															
FR_EXTRA_0001	SP_EXTRA_0001	traducao	EN_EXTRA_0001	false	FRANCES	COMPOSICAO_MEDIDAS	Figurinhas	Lucas a 12 images de Pokémon et 25 images de Digimon. Combien d'images a-t-il en tout ?	gerard															
EN_EXTRA_0002	SP_EXTRA_0002	original		false	INGLES	TRANSFORMACAO_MEDIDAS	Bolas de gude	Ricardo went out to play marbles. When he left home, he had 2 marbles. When he returned, he had 6 marbles. What happened in the game?	gerard															
FR_EXTRA_0002	SP_EXTRA_0002	traducao	EN_EXTRA_0002	false	FRANCES	TRANSFORMACAO_MEDIDAS	Billes	Ricardo est sorti jouer aux billes. En quittant la maison, il avait 2 billes. En revenant, il avait 6 billes. Que s'est-il passé dans le jeu ?	gerard															
EN_EXTRA_0003	SP_EXTRA_0003	original		false	INGLES	COMPARACAO_MEDIDAS	Dinheiro	Glaudenice has 14 reais less than Nádia. Nádia has 27 reais. How many reais does Glaudenice have?	gerard															
FR_EXTRA_0003	SP_EXTRA_0003	traducao	EN_EXTRA_0003	false	FRANCES	COMPARACAO_MEDIDAS	Argent	Glaudenice a 14 reais de moins que Nádia. Nádia a 27 reais. Combien de reais Glaudenice a-t-elle ?	gerard															
EN_EXTRA_0004	SP_EXTRA_0004	original		false	INGLES	COMPOSICAO_TRANSFORMACOES	Pontuação	In a game, Paul won 8 points in the first round and lost 3 points in the second round. What was the total change in his score?	gerard															
FR_EXTRA_0004	SP_EXTRA_0004	traducao	EN_EXTRA_0004	false	FRANCES	COMPOSICAO_TRANSFORMACOES	Score	Dans un jeu, Paul a gagné 8 points au premier tour et a perdu 3 points au deuxième tour. Quelle a été la transformation totale de son score ?	gerard															
EN_EXTRA_0005	SP_EXTRA_0005	original		false	INGLES	TRANSFORMACAO_RELACAO	Figurinhas	Ana has 5 more stickers than Bia. Then Ana won 4 more stickers. How many more stickers does Ana have than Bia now?	gerard															
FR_EXTRA_0005	SP_EXTRA_0005	traducao	EN_EXTRA_0005	false	FRANCES	TRANSFORMACAO_RELACAO	Images	Ana a 5 images de plus que Bia. Ensuite Ana a gagné 4 images de plus. Combien d'images de plus Ana a-t-elle maintenant que Bia ?	gerard															
EN_EXTRA_0006	SP_EXTRA_0006	original		false	INGLES	COMPOSICAO_RELACOES	Dinheiro	Carlos has 7 reais more than João. João has 2 reais less than Pedro. What is the relation between Carlos's amount and Pedro's amount?	gerard															
FR_EXTRA_0006	SP_EXTRA_0006	traducao	EN_EXTRA_0006	false	FRANCES	COMPOSICAO_RELACOES	Argent	Carlos a 7 reais de plus que João. João a 2 reais de moins que Pedro. Quelle est la relation entre la somme de Carlos et celle de Pedro ?	gerard															
PO_0001	SP_0001	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Figurinhas	Maria faz coleção de figurinhas. Ela tem 32 figurinhas. Sua mãe a presenteou com mais 22 figurinhas. Quantas figurinhas Maria tem em sua coleção agora?	pdf															
PO_0002	SP_0002	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Frutas e verduras	Maria foi fazer compras na feira com R$ 25,00. Gastou R$ 18,00 comprando frutas e verduras. Com quantos reais Maria ficou após a feira?	pdf															
PO_0003	SP_0003	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Frutas	Nádia comprou dez morangos, sua irmã comeu três. Com quantos morangos Nádia ficou?	pdf															
PO_0004	SP_0004	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Balas	Leandro tinha 10 balas. Lucas, seu irmão, pegou algumas balas escondidas de Leandro. Quando Leandro foi comer suas balas só restavam 6 balas. Quantas balas Lucas comeu?	pdf															
PO_0005	SP_0005	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Bolas	Paulo tinha seis bolas pela manhã. Ele ganhou oito à tarde. Com quantas bolas ele ficou?	pdf															
PO_0006	SP_0006	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Dinheiro e brinquedos	Andréa tinha economizado dezesseis reais para comprar uma boneca. Sua tia deu-lhe mais cinco reais. Com quanto Andréa ficou?	pdf															
PO_0007	SP_0007	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Figurinhas	Lucas ganhou 12 figurinhas de seu tio. Ele possui agora 17 figurinhas. Quantas figurinhas ele tinha antes de ganhar as figurinhas do tio?	pdf															
PO_0008	SP_0008	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Selos	Pedro coleciona selos. Hoje ganhou 23 selos ficando com 417 selos na sua coleção. Quantos selos ele tinha antes?	pdf															
PO_0009	SP_0009	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Bonecas	Karla coleciona fofoletes. Mês passado, ela tinha 25 fofoletes. Hoje ela contou sua coleção e viu que já possui 34. Quantas fofoletes ela ganhou desde o mês passado?	pdf															
PO_0010	SP_0010	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Bolas de Gude	Paulo tinha dezesseis bolas de gude. Ele deu 5 para seu irmão Pedro. Com quantas bolas ele ficou?	pdf															
PO_0011	SP_0011	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Dinheiro	Mônica foi à feira com R$73,00 e voltou com R$18,00. Quanto Mônica gastou na feira?	pdf															
PO_0012	SP_0012	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Figurinhas	Lucas perdeu 12 figurinhas para o João no jogo de bafo. Ele possui agora 17 figurinhas. Quantas figurinhas ele tinha antes?	pdf															
PO_0013	SP_0013	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Dinheiro	Larissa possuía R$20,00, ganhou mais R$ 35,00 de sua avó. Com quanto dinheiro ela ficou?	pdf															
PO_0014	SP_0014	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Dinheiro	Ícaro tinha R$5,00, pagou o ônibus que custava R$1,00 a passagem. Quanto ele recebeu de troco?	pdf															
PO_0015	SP_0015	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Alunos	Em uma sala, há 20 alunos no começo da aula. Cinco alunos chegaram atrasados. Quantos alunos ficaram no final da aula?	pdf															
PO_0016	SP_0016	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Flores	Num buquê de rosas existem 10 rosas: 5 rosas brancas e 5 rosas vermelhas. Foram tiradas 3 rosas. Quantas rosas restaram no buquê?	pdf															
PO_0017	SP_0017	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Festa	Joana convidou 20 amiguinhos da escola para sua festa de aniversário. Na hora de cantar Parabéns apareceram também seu pai e sua mãe. Quantas pessoas estavam na festa?	pdf															
PO_0018	SP_0018	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Dinheiro	Priscila tinha R$10,00, emprestou R$3,00 para dois amigos. Com quantos reais Priscila ficou?	pdf															
PO_0019	SP_0019	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Fivelas	Alice tem sete fivelas, ganhou mais quatro de sua mãe. Quantas fivelas Alice tem agora?	pdf															
PO_0020	SP_0020	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Brinquedos	Felipe tinha sete carrinhos, perdeu três em uma brincadeira. Quantos carrinhos Felipe tem agora?	pdf															
PO_0021	SP_0021	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Alimentos	Na dispensa havia 15kg de arroz. Já foram utilizados 7kg. Quantos quilos de arroz ainda tenho?	pdf															
PO_0022	SP_0022	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Frutas	Em uma caixa Lia guarda 5 maçãs. Foram postas nela outras duas maçãs. Quantas maçãs existem agora na caixa?	pdf															
PO_0023	SP_0023	original		false	PORTUGUES	TRANSFORMACAO_MEDIDAS	Brinquedos	Em uma loja havia 8 carrinhos para vender. Foram vendidos 6 carrinhos. Quantos sobraram?	pdf															
